Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,Output Value
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B5,0.290060754
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B6,0.113188818
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B7,0.119380025
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B8,0.033974792
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B9,0.410679487
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B10,0.24938878
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B11,0.268354445
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,B,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,B12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIMETHYL-2,2'-BIPYRIDYL, 98.0+%",Cc1ccnc(c1)c2cc(C)ccn2,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,B12,0.23791342
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,1,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C1,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"CALCIUM CHLORIDE ANHYDROUS, 96.0+%, POWDER",[Cl-].[Cl-].[Ca++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C1,0.142010965
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,2,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C2,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"PALLADIUM(II) CHLORIDE, 99%, REAGENTPLUS",Cl[Pd]Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C2,0.315801396
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,3,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C3,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,MgCl2,[Mg+2].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C3,0.07780177
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C5,0.26400386
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C6,0.072650287
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C7,0.07138146
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C8,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C9,0.297117578
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C10,0.230497461
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C11,0.078978973
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,C,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,C12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4'-DIBROMO-2,2'-BIPYRIDINE, 98%",BrC1=CC(C2=NC=CC(Br)=C2)=NC=C1,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,C12,0.183808058
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,1,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D1,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"CALCIUM CHLORIDE ANHYDROUS, 96.0+%, POWDER",[Cl-].[Cl-].[Ca++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D1,0.247665922
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,2,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D2,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"PALLADIUM(II) CHLORIDE, 99%, REAGENTPLUS",Cl[Pd]Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D2,0.146532997
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,3,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D3,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,MgCl2,[Mg+2].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D3,0.086859842
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D5,0.193793945
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D6,0.107602306
