Notebook,Vessel,Temperature,Treatment,Plate,Row,Column,Electrophile,Electrophile SMILES,Electrophile Conc (M),Nucleophile,Nucleophile SMILES,Nucleophile Conc (M),Product,Product SMILES,Catalyst1,Catalyst1 SMILES,Catalyst1 Conc (M),Ligand1,Ligand1 SMILES,Ligand1 Conc (M),Ligand2,Ligand2 SMILES,Ligand2 Conc (M),Catalyst2,Catalyst2 SMILES,Catalyst2 Conc (M),BaseAcid,BaseAcid SMILES,BaseAcid Conc (M),ReductantOxidant,ReductantOxidant SMILES,ReductantOxidant Conc (M),Additive,Additive SMILES,Additive Conc (M),Solvent1,Solvent1 percentage,Solvent2,Solvent2 percentage,Analytical Method,index_waters,Output Value
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D7,0.054971353
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D8,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D9,0.342243631
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D10,0.177973277
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D11,0.211095981
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,D,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,D12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4-4'-DIMETHOXY-2-2'-BIPYRIDINE, 97%",COc1ccnc(c1)c2cc(OC)ccn2,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,D12,0.156812687
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,1,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E1,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"CALCIUM CHLORIDE ANHYDROUS, 96.0+%, POWDER",[Cl-].[Cl-].[Ca++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E1,0.335636721
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,2,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E2,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"PALLADIUM(II) CHLORIDE, 99%, REAGENTPLUS",Cl[Pd]Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E2,0.08839881
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,3,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E3,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,MgCl2,[Mg+2].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E3,0.068976849
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E4,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,5,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E5,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"ZINC CHLORIDE, 98+%, ANHYDROUS, REAGENT GRADE",[Cl-].[Cl-].[Zn++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E5,0.277850478
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,6,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E6,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"IRON(III) CHLORIDE, 97%",[Cl-].[Cl-].[Cl-].[Fe+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E6,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,7,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E7,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"BISMUTH(III) CHLORIDE, 98+%, REAGENT",[Cl-].[Cl-].[Cl-].[Bi+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E7,0.043797146
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,8,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E8,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"TITANIUM(IV) ISOPROPOXIDE, 97%",[Ti+4].CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E8,0
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,9,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E9,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"ALUMINUM CHLORIDE, ANHYDROUS, GRANULAR, 99%",[Al+3].[Cl-].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E9,0.275821639
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,10,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E10,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,"Gallium(III) chloride, 99.99+%",Cl[Ga](Cl)Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E10,0.146902486
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,11,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E11,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,COPPER(II) BROMIDE,[Cu++].[Br-].[Br-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E11,0.144582634
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,E,12,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,E12,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"5,5'-BIS(TRIFLUOROMETHYL)-2,2'-BIPYRIDINE",FC(C1=CN=C(C2=NC=C(C(F)(F)F)C=C2)C=C1)(F)F,0.02,None,None,None,RUTHENIUM(III) CHLORIDE,[Cl-].[Cl-].[Cl-].[Ru+3],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,E12,0.141530769
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,F,1,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,F1,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4''-BIS(TRIFLUOROMETHYL)-2,2''-BIPYRIDINE, 95+%",C1=CN=C(C=C1C(F)(F)F)C2=NC=CC(=C2)C(F)(F)F,0.02,None,None,None,"CALCIUM CHLORIDE ANHYDROUS, 96.0+%, POWDER",[Cl-].[Cl-].[Ca++],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,F1,0.485608143
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,F,2,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,F2,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4''-BIS(TRIFLUOROMETHYL)-2,2''-BIPYRIDINE, 95+%",C1=CN=C(C=C1C(F)(F)F)C2=NC=CC(=C2)C(F)(F)F,0.02,None,None,None,"PALLADIUM(II) CHLORIDE, 99%, REAGENTPLUS",Cl[Pd]Cl,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,F2,0.171858498
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,F,3,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,F3,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4''-BIS(TRIFLUOROMETHYL)-2,2''-BIPYRIDINE, 95+%",C1=CN=C(C=C1C(F)(F)F)C2=NC=CC(=C2)C(F)(F)F,0.02,None,None,None,MgCl2,[Mg+2].[Cl-].[Cl-],0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,F3,0.084292877
sp2-sp3 carbon-carbon decarb_deam screen,96,80,,96,F,4,2-Naphthoyl N-Acyl Glutarimide,O=C(N1C(CCCC1=O)=O)C2=CC3=CC=CC=C3C=C2,0.1,PhenEt Kat Salt,F[B-](F)(F)F.C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=[N+]([CH-]CC4=CC=CC=C4)C(C5=CC=CC=C5)=C1,0.2,F4,C1(CCC2=CC=CC=C2)=CC3=CC=CC=C3C=C1,"NICKEL(II) BROMIDE, DIMETHOXYETHANE ADDUCT, 97+%",COCCOC.[Ni+2].[Br-].[Br-],0.02,"4,4''-BIS(TRIFLUOROMETHYL)-2,2''-BIPYRIDINE, 95+%",C1=CN=C(C=C1C(F)(F)F)C2=NC=CC(=C2)C(F)(F)F,0.02,None,None,None,No Catalyst2,C,0.05,None,None,None,"MANGANESE, POWDER, -325 MESH, 99+%",[Mn],0.3,None,None,None,none,100,none,0,UPLCMS,F4,0
